px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.5297	-9.80446	-2.68232	-1.83672	-1.00436	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.00100743
4.59025	-9.65817	-2.6893	-1.90464	-1.016	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.190362
4.65184	-9.52114	-2.68895	-1.9678	-1.0239	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.000762534
4.73927	-9.38235	-2.69923	-2.0419	-1.03989	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.459497
4.77549	-9.24186	-2.70856	-2.05643	-0.980422	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	0.0289531
4.86938	-9.10095	-2.72773	-2.1226	-0.989711	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.490829
4.9826	-8.98509	-2.72732	-2.21038	-1.03327	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0.014744
5.0884	-8.86373	-2.7373	-2.2744	-1.03871	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.15985
5.15298	-8.73594	-2.73406	-2.28582	-0.974331	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	0.0321269
5.27065	-8.61337	-2.75546	-2.34535	-0.977078	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.483523
5.34567	-8.49021	-2.74879	-2.35568	-0.915679	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0.0300647
5.45628	-8.3823	-2.75352	-2.40541	-0.914566	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0267915
5.49361	-8.25855	-2.72567	-2.35979	-0.779643	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	0.154602
5.60049	-8.14779	-2.74685	-2.39686	-0.775331	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.488049
5.70815	-8.03606	-2.75249	-2.42901	-0.760951	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.00422252
5.82808	-7.92526	-2.76775	-2.46685	-0.755726	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.300184
5.9465	-7.82532	-2.77171	-2.50249	-0.747598	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.00132151
6.08301	-7.7242	-2.79291	-2.54325	-0.745119	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.40711
6.17138	-7.62199	-2.77766	-2.534	-0.673748	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0.0436199
6.29546	-7.52683	-2.79928	-2.56312	-0.667499	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.487484
6.39913	-7.41856	-2.78458	-2.55594	-0.600696	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0.0387244
6.5318	-7.32198	-2.79853	-2.58377	-0.594748	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.24558
6.63248	-7.23068	-2.78535	-2.57982	-0.541768	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.0254898
6.75225	-7.13561	-2.80219	-2.59663	-0.531142	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.579531
6.87013	-7.0591	-2.80296	-2.61911	-0.526611	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.00131716
6.98658	-6.98114	-2.80388	-2.63915	-0.520912	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.178733
7.10719	-6.89228	-2.79453	-2.64554	-0.489152	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.0116492
7.24547	-6.80876	-2.8048	-2.66692	-0.483388	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.15925
7.33823	-6.71103	-2.77827	-2.63775	-0.40247	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	0.0630691
7.45667	-6.62735	-2.78581	-2.64781	-0.392831	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.3738
7.57626	-6.55726	-2.78325	-2.66005	-0.381469	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.00118853
7.69367	-6.48481	-2.78252	-2.67284	-0.375813	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.180347
7.84112	-6.445	-2.80682	-2.7313	-0.439138	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	0.0428384
7.96887	-6.38089	-2.811	-2.7479	-0.433985	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0987234
8.06239	-6.27471	-2.75207	-2.68885	-0.303648	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	0.186914
8.19287	-6.19661	-2.75326	-2.69718	-0.295808	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.249245
8.28889	-6.08662	-2.71452	-2.64726	-0.196847	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	0.101194
8.41055	-6.00425	-2.71166	-2.64915	-0.188678	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.344052
8.55954	-5.955	-2.73119	-2.69486	-0.245218	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	0.0343929
8.68838	-5.88022	-2.73051	-2.70083	-0.238272	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.200035
8.81562	-5.80615	-2.72535	-2.70274	-0.224176	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.00478222
8.95232	-5.72556	-2.73579	-2.70528	-0.214685	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.241745
9.04208	-5.62758	-2.70081	-2.65707	-0.126279	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	0.0783995
9.16133	-5.54147	-2.7133	-2.65002	-0.113469	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.439265
9.27816	-5.45346	-2.69958	-2.63009	-0.0742252	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.0148532
9.39901	-5.37197	-2.69634	-2.62714	-0.0677465	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.214393
9.46872	-5.23243	-2.64078	-2.52967	0.0843605	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	0.223554
9.58328	-5.13208	-2.64645	-2.51472	0.0940244	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.24543
9.68454	-5.02473	-2.63797	-2.48122	0.134263	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.0144723
9.79203	-4.91469	-2.64486	-2.46067	0.146451	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.41123
9.9012	-4.8163	-2.64278	-2.44116	0.165087	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.00445449
10.0037	-4.70918	-2.64414	-2.42275	0.17367	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.244655
10.0949	-4.61257	-2.64189	-2.40351	0.187212	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.00285918
10.187	-4.50494	-2.64989	-2.38298	0.197243	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.318922
10.2658	-4.3766	-2.63912	-2.33055	0.256826	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	0.0313105
10.3598	-4.24889	-2.65072	-2.30367	0.268186	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.420426
10.4655	-4.14689	-2.65666	-2.30692	0.238761	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.00970069
10.5613	-4.01796	-2.6711	-2.28349	0.247732	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.329659
10.6634	-3.9099	-2.67597	-2.28069	0.2304	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.00296201
10.7564	-3.78682	-2.68314	-2.26208	0.235578	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.101789
10.8547	-3.67289	-2.68721	-2.25259	0.23078	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.000701569
10.9462	-3.53509	-2.70538	-2.22944	0.23974	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.404531
10.9953	-3.38356	-2.69307	-2.15092	0.338502	11.1095	-3.32648	11	-3.3	0.908632	2.72588	0.0827454
11.0697	-3.23815	-2.70718	-2.121	0.348322	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.379912
11.1165	-3.08749	-2.70431	-2.06192	0.404991	10.9851	-2.95299	11.1	-3	0.909905	2.72971	0.0270404
11.1794	-2.9353	-2.71925	-2.02901	0.414054	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.376462
11.1724	-2.75451	-2.71288	-1.90857	0.558423	11.0233	-2.67356	11.15	-2.7	0	2.72847	0.166294
11.2053	-2.60139	-2.71561	-1.86697	0.568064	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.388718
11.2102	-2.43434	-2.722	-1.78188	0.649756	11.2541	-2.42353	11.15	-2.4	0	2.72732	0.0525454
11.2256	-2.28272	-2.71996	-1.73801	0.657146	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.26696
11.3254	-2.17425	-2.70062	-1.81252	0.487491	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	0.231395
11.3567	-2.01372	-2.71638	-1.78051	0.490951	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.259308
11.3047	-1.8381	-2.72148	-1.6462	0.655027	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	0.219269
11.3008	-1.67955	-2.72684	-1.60155	0.662302	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.284962
11.3023	-1.52864	-2.72823	-1.56345	0.665163	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.00016468
11.2924	-1.37291	-2.73281	-1.5226	0.668529	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0807925
11.2362	-1.21095	-2.74986	-1.42544	0.761609	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	0.0723054
11.202	-1.06075	-2.74957	-1.37818	0.766426	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.116556
11.0837	-0.898225	-2.78794	-1.2318	0.923897	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	0.208964
11.0152	-0.751566	-2.79112	-1.17285	0.930846	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.284406
10.9523	-0.611809	-2.78812	-1.12513	0.923529	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.00199275
10.8759	-0.469636	-2.79512	-1.07073	0.926	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.11642
10.7067	-0.346967	-2.87003	-0.905993	1.10531	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	0.306406
10.605	-0.239242	-2.86879	-0.844403	1.11106	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.148001
10.5133	-0.128726	-2.8415	-0.804344	1.07742	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	0.0159234
10.3912	-0.0434818	-2.81936	-0.732868	1.09182	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.641554
10.2488	0.0463837	-2.84082	-0.6437	1.13485	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0.0200322
10.1067	0.0992458	-2.81116	-0.560474	1.15893	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.30483
9.96229	0.166942	-2.81578	-0.483336	1.17673	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.00302916
9.80849	0.195846	-2.79003	-0.39414	1.20412	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.25065
9.69345	0.237755	-2.7111	-0.349794	1.16747	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	0.0644221
9.55087	0.255345	-2.68952	-0.269503	1.18657	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.64872
9.41172	0.281671	-2.68076	-0.200979	1.19146	9.56225	0.148577	9.4	0.15	-2.72659	0	0.00213999
9.26072	0.270099	-2.66285	-0.111113	1.21841	9.25348	0.150166	9.25	0.15	-2.72658	0	0.836762
9.1144	0.274912	-2.6578	-0.0398995	1.22269	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.000227262
8.96353	0.267316	-2.65874	0.0345416	1.22985	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.0758247
8.81816	0.263107	-2.67051	0.0981571	1.2264	8.94634	0.26481	8.8	0.25	-2.72783	0	0.00383178
8.66945	0.245987	-2.67474	0.16474	1.22488	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0347491
8.52052	0.224296	-2.68769	0.226859	1.2184	8.46866	0.251128	8.5	0.25	-2.72395	0	0.00160909
8.37588	0.202001	-2.69145	0.282339	1.20589	8.35775	0.250149	8.35	0.25	-2.72395	0	0.152956
8.23102	0.170612	-2.70835	0.335374	1.19021	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.0050525
8.08465	0.126263	-2.71626	0.393918	1.18209	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.197861
7.90255	0.165791	-2.84007	0.352189	1.05246	7.74678	0.154598	7.85	0.15	-3.9992	0	0.284423
7.75356	0.120851	-2.85674	0.398193	1.04348	7.63715	0.143302	7.65	0.15	-3.99916	0	0.722237
7.6458	0.0409206	-2.80979	0.47901	1.08362	7.61982	0.157052	7.55	0.15	-1.99868	0	0.0440481
7.51108	0.0169996	-2.80676	0.499487	1.04892	7.43926	0.160393	7.45	0.15	-1.99866	0	1.46306
7.36061	-0.0186699	-2.82394	0.515234	0.997547	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	0.0207222
7.21844	-0.0649828	-2.81764	0.544595	0.971833	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.853877
7.10156	-0.156935	-2.7953	0.614976	0.998124	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	0.0143168
6.97362	-0.225414	-2.787	0.652844	0.981468	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.401989
6.86675	-0.328723	-2.77148	0.722233	1.00547	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.00851946
6.75538	-0.4149	-2.75984	0.766402	0.995274	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.252615
6.64896	-0.509283	-2.75245	0.809916	0.981962	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.00187626
6.54928	-0.608516	-2.74134	0.856799	0.975911	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.17467
6.46338	-0.733232	-2.73902	0.921034	0.989193	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.00315217
6.3751	-0.871033	-2.75297	0.983442	0.995767	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.283383
6.37506	-1.08464	-2.77084	1.16809	1.1865	6.35624	-1.10001	6.35	-1.1	0	-2.99522	0.282626
6.33071	-1.22016	-2.77258	1.23307	1.19161	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.107233
6.31054	-1.39867	-2.79387	1.3461	1.25966	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0.0363
6.293	-1.55093	-2.78864	1.42149	1.2661	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.206717
6.29427	-1.713	-2.79322	1.51151	1.29381	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.0104482
6.30085	-1.86238	-2.78389	1.58725	1.29954	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.185977
6.29274	-1.99724	-2.75614	1.62915	1.25455	6.38849	-2.02257	6.35	-2	0	-2.73154	0.0218831
6.31414	-2.14614	-2.75177	1.70217	1.25915	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.075489
6.31031	-2.26526	-2.71882	1.72868	1.20417	6.28921	-2.27735	6.35	-2.3	0	-2.99503	0.0328083
6.33489	-2.40389	-2.72496	1.78865	1.2027	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0584839
6.37985	-2.55822	-2.74685	1.86863	1.22487	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.00809768
6.43264	-2.70722	-2.75424	1.93786	1.22533	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.137765
6.48241	-2.84801	-2.75149	1.99674	1.2136	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.00137814
6.5479	-2.98873	-2.75733	2.0618	1.21082	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0492877
6.59428	-3.11512	-2.70645	2.09151	1.15263	6.70928	-3.32749	6.55	-3.25	0	-3.63617	0.060839
6.64169	-3.27761	-2.74109	2.127	1.11943	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.20541
6.69952	-3.4144	-2.73522	2.16462	1.08873	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	0.00620984
6.75209	-3.57391	-2.76492	2.19121	1.05113	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.11989
6.82027	-3.70277	-2.74725	2.22605	1.02066	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0.00970078
6.89768	-3.84256	-2.76329	2.26326	0.999443	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.617542
6.9979	-3.97628	-2.78708	2.31169	0.991621	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	0.00821542
7.06237	-4.13796	-2.81584	2.32093	0.942301	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.76632
7.12508	-4.24856	-2.73611	2.33423	0.889403	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	0.089338
7.18635	-4.40238	-2.75307	2.3369	0.840526	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.31735
7.27274	-4.52617	-2.74595	2.36166	0.815713	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.00291151
7.32192	-4.6844	-2.75463	2.34862	0.756085	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.3526
7.43101	-4.81851	-2.80777	2.38239	0.752976	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	0.0248312
7.49131	-4.98162	-2.82008	2.36704	0.69421	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2.97273
7.56303	-5.09193	-2.79193	2.37617	0.664874	7.32687	-5.26205	7.4	-5.3	0.999994	-3	0.0120662
7.60916	-5.25458	-2.80619	2.34723	0.600465	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3.61421
7.69184	-5.37205	-2.77772	2.35893	0.57582	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0.0112128
7.76204	-5.52531	-2.78591	2.34684	0.530749	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.66733
7.84506	-5.64176	-2.74861	2.35438	0.504309	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	0.0219082
7.89871	-5.80691	-2.75475	2.32478	0.445782	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	2.71851
7.98225	-5.92302	-2.73287	2.33293	0.427199	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.00629953
8.05076	-6.06726	-2.73477	2.31959	0.389865	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	1.09687
8.16498	-6.18771	-2.8095	2.34581	0.403687	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	0.0659357
8.23003	-6.32956	-2.81702	2.32738	0.36443	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.24698
8.30073	-6.43815	-2.74115	2.32341	0.333239	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	0.077929
8.36634	-6.58073	-2.73932	2.30554	0.296697	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	1.08247
8.44926	-6.69656	-2.72262	2.30869	0.282338	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.00493908
8.49988	-6.85219	-2.72148	2.27551	0.233354	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.86207
8.61345	-6.98474	-2.77582	2.29169	0.241399	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	0.0310477
8.66814	-7.14438	-2.77885	2.25834	0.194701	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	1.59613
8.75809	-7.26759	-2.77549	2.26172	0.186807	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.000366935
8.82869	-7.40365	-2.77246	2.24863	0.163495	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.45797
8.91273	-7.51642	-2.78568	2.25461	0.163302	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.00705846
8.9593	-7.66372	-2.78934	2.22185	0.122505	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.25251
9.01836	-7.78382	-2.73818	2.20569	0.0940152	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	0.0331494
9.05974	-7.95337	-2.74669	2.16238	0.0458788	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.68933
9.10427	-8.07751	-2.68617	2.13528	0.00760075	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	0.0488234
9.14449	-8.22204	-2.67936	2.10553	-0.0223661	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.934841
9.20682	-8.35072	-2.66953	2.0951	-0.03283	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.0020745
9.24952	-8.49825	-2.66995	2.06721	-0.0584698	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.537206
9.33732	-8.62985	-2.71355	2.08319	-0.0296466	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	0.0409247
9.38937	-8.78395	-2.72369	2.05958	-0.050909	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.400322
9.45536	-8.91822	-2.72277	2.05322	-0.0547519	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	5.18474e-05
9.49931	-9.07878	-2.73562	2.02438	-0.0796612	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.557322
9.56038	-9.20883	-2.74716	2.02005	-0.0782927	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.00147658
9.5994	-9.35992	-2.76262	1.99373	-0.0997563	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.548952
9.62262	-9.49701	-2.70741	1.95174	-0.149855	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	0.0587669
9.66728	-9.64405	-2.71166	1.9343	-0.158705	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0681143
9.69176	-9.78154	-2.677	1.89981	-0.193648	9.63311	-9.79216	9.65	-9.8	0	-2.73054	0.0226257
9.71425	-9.93456	-2.68098	1.86969	-0.212442	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.303791
9.7713	-10.0627	-2.70797	1.8808	-0.180781	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	0.0228179
9.7939	-10.2064	-2.71611	1.85597	-0.195736	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.218721
9.84113	-10.351	-2.72714	1.85255	-0.184611	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.00306462
9.87443	-10.5041	-2.73409	1.83508	-0.191438	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0750236
9.88575	-10.6471	-2.70377	1.79716	-0.229153	9.8617	-10.6917	9.85	-10.7	0	-2.72718	0.0225837
9.89645	-10.8081	-2.71444	1.76653	-0.246122	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.287737
9.89642	-10.9502	-2.68813	1.72687	-0.281042	9.75887	-10.887	9.85	-11	0	-2.72395	0.0169469
9.90178	-11.1084	-2.69703	1.69805	-0.293465	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.167656
9.91242	-11.2565	-2.69375	1.67485	-0.302658	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.000784936
9.90503	-11.4156	-2.70289	1.64192	-0.317787	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.243618
9.91106	-11.5667	-2.70283	1.61974	-0.324345	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.00137281
9.89475	-11.7232	-2.70889	1.58611	-0.33901	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.247039
9.87567	-11.8559	-2.69546	1.54828	-0.367541	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.00817935
9.83969	-12.0064	-2.71093	1.5072	-0.388187	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.571787
9.71346	-12.1375	-2.63764	1.35651	-0.569696	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	0.320372
9.65223	-12.2769	-2.63688	1.30672	-0.587132	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.628212
9.59162	-12.4136	-2.63177	1.25278	-0.616058	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.00619573
9.49587	-12.5589	-2.64773	1.18736	-0.644171	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.38642
9.3674	-12.6655	-2.63082	1.06519	-0.769008	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	0.118312
9.2716	-12.7788	-2.63769	1.00758	-0.785912	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.686522
9.15526	-12.889	-2.63565	0.920477	-0.84684	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0.0276114
9.04327	-12.9953	-2.63675	0.859522	-0.8598	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.533027
8.84444	-13.0683	-2.65047	0.678807	-1.04928	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	0.269336
8.7147	-13.1405	-2.64228	0.609166	-1.06122	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.677688
8.59633	-13.2069	-2.64215	0.547388	-1.07175	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.00288693
8.45574	-13.2685	-2.65487	0.478869	-1.08303	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.735593
8.25592	-13.2728	-2.69477	0.306275	-1.25118	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	0.234023
8.13265	-13.2849	-2.67021	0.236281	-1.26191	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	1.00616
8.00322	-13.3208	-2.6523	0.188693	-1.22933	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0.0118219
7.8589	-13.3291	-2.64306	0.113727	-1.2377	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.304384
7.68324	-13.3061	-2.67568	-0.00750565	-1.31176	7.57824	-13.1345	7.65	-13.25	-3.62957	0	0.0546331
7.52332	-13.2911	-2.68347	-0.0882116	-1.31788	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.371589
7.38723	-13.2857	-2.66354	-0.139446	-1.28625	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.0114174
7.22584	-13.258	-2.68095	-0.214407	-1.28681	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.488918
7.09086	-13.2349	-2.65691	-0.263658	-1.25323	6.97467	-13.1643	7	-13.25	-2.72703	0	0.0159215
6.93372	-13.2032	-2.67873	-0.326226	-1.2433	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.469354
6.79455	-13.1558	-2.68076	-0.391506	-1.23977	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.000325266
6.64116	-13.1103	-2.70327	-0.448644	-1.22556	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.528826
6.50535	-13.0362	-2.70768	-0.518983	-1.22716	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.00309106
6.35287	-12.9805	-2.73431	-0.568035	-1.20547	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.842173
